Read 1:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.043	0.041	0.043	0.039	0.039	0.035							Read 1:350
B	0.039	0.039	0.039	0.042	0.039	0.044							Read 1:350
C	0.039	0.041	0.041	0.040	0.040	0.044							Read 1:350
D	0.045	0.047	0.046	0.044	0.041	0.045							Read 1:350
E	0.044	0.041	0.043	0.042	0.046	0.058							Read 1:350
F	0.044	0.043	0.050	0.042	0.043	0.041							Read 1:350
G	0.042	0.038	0.040	0.040	0.042	0.042							Read 1:350
H	0.032	0.032	0.032	0.041	0.040	0.041							Read 1:350

Read 3:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.100	0.098	0.103	0.041	0.042	0.043							Read 3:350
B	0.089	0.088	0.089	0.100	0.093	0.100							Read 3:350
C	0.061	0.064	0.064	0.076	0.080	0.086							Read 3:350
D	0.049	0.051	0.051	0.049	0.047	0.050							Read 3:350
E	0.090	0.086	0.088	0.086	0.092	0.097							Read 3:350
F	0.051	0.056	0.052	0.078	0.075	0.076							Read 3:350
G	0.113	0.107	0.109	0.108	0.114	0.111							Read 3:350
H	0.035	0.035	0.035	0.145	0.129	0.106							Read 3:350

Read 2:350

Kinetic read	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6	E1	E2	E3	E4	E5	E6	F1	F2	F3	F4	F5	F6	G1	G2	G3	G4	G5	G6	H1	H2	H3	H4	H5	H6
0:26:40	0.076	0.076	0.077	0.036	0.037	0.037	0.058	0.058	0.059	0.070	0.066	0.070	0.037	0.039	0.039	0.039	0.043	0.045	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.041	0.043	0.052	0.043	0.041	0.045	0.040	0.039	0.039	0.067	0.065	0.067	0.069	0.073	0.073	0.032	0.032	0.032	0.225	0.178	0.145
0:26:56	0.076	0.076	0.077	0.036	0.037	0.037	0.058	0.058	0.059	0.070	0.066	0.070	0.037	0.039	0.039	0.039	0.043	0.045	0.041	0.043	0.043	0.041	0.039	0.043	0.040	0.040	0.042	0.041	0.043	0.051	0.043	0.041	0.045	0.040	0.039	0.039	0.067	0.065	0.067	0.069	0.073	0.074	0.032	0.032	0.032	0.225	0.176	0.145
0:27:12	0.076	0.076	0.077	0.036	0.037	0.037	0.058	0.058	0.059	0.070	0.066	0.070	0.037	0.039	0.039	0.040	0.043	0.046	0.041	0.043	0.043	0.041	0.039	0.043	0.040	0.040	0.042	0.041	0.043	0.052	0.043	0.041	0.045	0.040	0.039	0.039	0.067	0.065	0.067	0.070	0.073	0.074	0.032	0.032	0.032	0.226	0.178	0.146
0:27:28	0.077	0.077	0.078	0.036	0.037	0.037	0.058	0.058	0.059	0.070	0.066	0.070	0.037	0.039	0.039	0.040	0.044	0.046	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.041	0.044	0.051	0.043	0.041	0.045	0.040	0.039	0.038	0.068	0.065	0.068	0.070	0.074	0.074	0.032	0.032	0.032	0.224	0.179	0.144
0:27:44	0.077	0.077	0.078	0.036	0.037	0.037	0.058	0.058	0.059	0.071	0.066	0.071	0.037	0.039	0.039	0.040	0.044	0.046	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.041	0.044	0.052	0.043	0.041	0.045	0.040	0.039	0.039	0.068	0.065	0.068	0.071	0.074	0.074	0.032	0.032	0.032	0.226	0.180	0.144
0:28:00	0.077	0.077	0.079	0.036	0.037	0.037	0.058	0.058	0.059	0.071	0.066	0.071	0.038	0.039	0.039	0.040	0.044	0.046	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.041	0.044	0.052	0.043	0.041	0.045	0.040	0.039	0.039	0.068	0.066	0.068	0.071	0.074	0.075	0.032	0.032	0.032	0.224	0.179	0.144
0:28:16	0.077	0.077	0.079	0.036	0.037	0.037	0.058	0.058	0.059	0.071	0.066	0.071	0.037	0.039	0.039	0.040	0.044	0.046	0.041	0.043	0.043	0.041	0.039	0.043	0.040	0.040	0.042	0.041	0.044	0.052	0.043	0.041	0.045	0.040	0.039	0.039	0.068	0.066	0.068	0.071	0.074	0.075	0.032	0.032	0.032	0.223	0.177	0.145
0:28:32	0.077	0.077	0.079	0.036	0.037	0.037	0.058	0.058	0.060	0.071	0.066	0.071	0.037	0.039	0.039	0.041	0.045	0.046	0.041	0.043	0.043	0.040	0.039	0.043	0.040	0.040	0.042	0.041	0.044	0.052	0.043	0.041	0.045	0.040	0.039	0.039	0.069	0.065	0.068	0.072	0.074	0.075	0.032	0.032	0.032	0.223	0.178	0.144
0:28:48	0.077	0.077	0.079	0.036	0.037	0.037	0.059	0.059	0.060	0.071	0.067	0.071	0.038	0.039	0.039	0.041	0.045	0.047	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.042	0.044	0.052	0.043	0.041	0.045	0.040	0.040	0.039	0.069	0.066	0.069	0.072	0.074	0.075	0.032	0.032	0.032	0.223	0.180	0.144
0:29:04	0.078	0.077	0.080	0.036	0.037	0.037	0.059	0.059	0.060	0.071	0.067	0.072	0.038	0.039	0.039	0.041	0.045	0.047	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.042	0.045	0.053	0.043	0.041	0.045	0.040	0.040	0.039	0.070	0.066	0.069	0.073	0.075	0.075	0.032	0.032	0.032	0.223	0.179	0.145
0:29:20	0.078	0.077	0.080	0.036	0.037	0.037	0.059	0.059	0.060	0.071	0.067	0.072	0.038	0.039	0.039	0.042	0.045	0.047	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.042	0.045	0.052	0.043	0.041	0.045	0.040	0.039	0.039	0.070	0.066	0.069	0.073	0.075	0.075	0.032	0.032	0.032	0.224	0.179	0.145
0:29:36	0.078	0.077	0.080	0.036	0.037	0.037	0.059	0.059	0.060	0.071	0.067	0.072	0.038	0.039	0.039	0.042	0.045	0.047	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.042	0.045	0.053	0.043	0.041	0.045	0.040	0.039	0.039	0.070	0.067	0.069	0.073	0.075	0.075	0.032	0.032	0.032	0.224	0.178	0.144
0:29:52	0.078	0.077	0.080	0.037	0.037	0.037	0.059	0.059	0.060	0.072	0.067	0.072	0.038	0.039	0.039	0.042	0.046	0.047	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.042	0.045	0.053	0.043	0.041	0.045	0.040	0.040	0.039	0.070	0.067	0.069	0.074	0.075	0.076	0.032	0.032	0.032	0.224	0.180	0.144
0:30:08	0.078	0.078	0.081	0.037	0.037	0.037	0.059	0.060	0.061	0.072	0.067	0.072	0.038	0.039	0.039	0.042	0.046	0.048	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.043	0.046	0.053	0.043	0.041	0.045	0.040	0.039	0.039	0.071	0.067	0.070	0.074	0.075	0.076	0.032	0.032	0.032	0.225	0.182	0.144
0:30:24	0.078	0.077	0.080	0.036	0.037	0.037	0.059	0.059	0.061	0.072	0.067	0.072	0.037	0.039	0.039	0.042	0.046	0.048	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.043	0.046	0.053	0.043	0.041	0.045	0.040	0.039	0.039	0.071	0.067	0.070	0.074	0.075	0.076	0.032	0.032	0.032	0.224	0.177	0.144
0:30:40	0.079	0.078	0.081	0.036	0.037	0.037	0.060	0.060	0.061	0.072	0.068	0.072	0.038	0.039	0.039	0.043	0.046	0.048	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.043	0.046	0.053	0.043	0.041	0.045	0.040	0.040	0.039	0.071	0.067	0.070	0.075	0.076	0.076	0.032	0.032	0.032	0.224	0.178	0.144
0:30:56	0.079	0.077	0.081	0.036	0.038	0.037	0.060	0.060	0.061	0.072	0.068	0.072	0.038	0.039	0.039	0.043	0.047	0.048	0.041	0.043	0.043	0.041	0.039	0.043	0.040	0.040	0.042	0.043	0.046	0.054	0.043	0.041	0.045	0.040	0.040	0.039	0.071	0.068	0.070	0.075	0.076	0.076	0.032	0.032	0.032	0.224	0.178	0.146
0:31:12	0.079	0.078	0.081	0.036	0.037	0.037	0.060	0.060	0.061	0.072	0.068	0.072	0.037	0.039	0.039	0.043	0.046	0.049	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.043	0.046	0.054	0.043	0.041	0.045	0.040	0.040	0.039	0.072	0.068	0.070	0.075	0.076	0.076	0.032	0.032	0.032	0.223	0.174	0.145
0:31:28	0.079	0.078	0.081	0.037	0.038	0.037	0.060	0.060	0.061	0.072	0.068	0.073	0.038	0.039	0.039	0.043	0.047	0.049	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.043	0.047	0.054	0.043	0.041	0.045	0.040	0.039	0.039	0.072	0.068	0.070	0.075	0.076	0.076	0.032	0.032	0.032	0.223	0.177	0.145
0:31:44	0.079	0.078	0.082	0.036	0.037	0.037	0.060	0.060	0.061	0.072	0.068	0.073	0.038	0.039	0.039	0.044	0.047	0.049	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.044	0.047	0.055	0.043	0.041	0.045	0.040	0.039	0.039	0.072	0.068	0.071	0.076	0.076	0.076	0.032	0.032	0.032	0.224	0.180	0.144
0:32:00	0.079	0.078	0.082	0.036	0.038	0.037	0.061	0.060	0.061	0.073	0.068	0.073	0.038	0.039	0.039	0.044	0.047	0.050	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.044	0.047	0.054	0.043	0.041	0.045	0.040	0.039	0.039	0.073	0.068	0.071	0.076	0.077	0.076	0.032	0.032	0.032	0.225	0.178	0.145
0:32:16	0.079	0.078	0.082	0.036	0.037	0.037	0.061	0.060	0.061	0.073	0.068	0.073	0.037	0.039	0.039	0.044	0.047	0.050	0.041	0.043	0.043	0.041	0.039	0.043	0.040	0.040	0.042	0.044	0.047	0.055	0.043	0.041	0.045	0.040	0.039	0.039	0.073	0.069	0.071	0.076	0.077	0.076	0.032	0.032	0.032	0.225	0.178	0.145
0:32:32	0.080	0.078	0.082	0.036	0.037	0.037	0.061	0.061	0.062	0.073	0.069	0.073	0.038	0.039	0.039	0.044	0.047	0.050	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.044	0.048	0.055	0.043	0.041	0.045	0.040	0.040	0.039	0.073	0.069	0.071	0.076	0.077	0.077	0.032	0.032	0.032	0.225	0.177	0.146
0:32:48	0.080	0.079	0.082	0.036	0.037	0.037	0.061	0.061	0.062	0.073	0.069	0.074	0.038	0.040	0.039	0.045	0.047	0.050	0.041	0.043	0.043	0.041	0.039	0.043	0.040	0.040	0.042	0.044	0.048	0.055	0.043	0.041	0.045	0.040	0.039	0.039	0.073	0.069	0.072	0.076	0.077	0.077	0.032	0.032	0.032	0.223	0.177	0.145
0:33:04	0.080	0.079	0.082	0.036	0.037	0.037	0.061	0.061	0.062	0.073	0.069	0.074	0.038	0.039	0.039	0.045	0.047	0.051	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.045	0.048	0.055	0.043	0.041	0.045	0.040	0.040	0.039	0.073	0.069	0.072	0.076	0.077	0.077	0.032	0.032	0.032	0.224	0.180	0.144
0:33:20	0.080	0.079	0.082	0.036	0.037	0.037	0.062	0.061	0.062	0.073	0.069	0.074	0.038	0.039	0.039	0.045	0.047	0.051	0.041	0.043	0.043	0.041	0.039	0.043	0.040	0.040	0.042	0.045	0.049	0.056	0.043	0.041	0.045	0.040	0.040	0.039	0.074	0.069	0.072	0.076	0.077	0.077	0.032	0.032	0.032	0.223	0.178	0.144
0:33:36	0.080	0.079	0.083	0.037	0.037	0.037	0.062	0.061	0.062	0.074	0.069	0.074	0.038	0.039	0.039	0.045	0.048	0.051	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.045	0.049	0.056	0.043	0.041	0.045	0.040	0.040	0.039	0.074	0.070	0.072	0.077	0.078	0.077	0.032	0.032	0.032	0.223	0.178	0.144
0:33:52	0.081	0.079	0.083	0.037	0.037	0.037	0.062	0.061	0.062	0.074	0.069	0.074	0.038	0.039	0.039	0.046	0.048	0.051	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.045	0.049	0.056	0.043	0.041	0.045	0.040	0.040	0.039	0.074	0.070	0.072	0.077	0.078	0.077	0.032	0.032	0.032	0.223	0.178	0.143
0:34:08	0.081	0.079	0.083	0.037	0.038	0.037	0.063	0.062	0.063	0.074	0.069	0.075	0.038	0.040	0.039	0.046	0.048	0.052	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.046	0.050	0.057	0.043	0.042	0.045	0.040	0.040	0.039	0.075	0.070	0.073	0.077	0.078	0.077	0.032	0.032	0.032	0.222	0.175	0.144
0:34:24	0.081	0.080	0.083	0.037	0.038	0.037	0.063	0.062	0.063	0.074	0.070	0.075	0.038	0.039	0.040	0.047	0.048	0.052	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.046	0.050	0.057	0.043	0.041	0.045	0.040	0.040	0.039	0.075	0.070	0.073	0.077	0.079	0.077	0.032	0.032	0.032	0.225	0.175	0.146
0:34:40	0.081	0.080	0.083	0.037	0.037	0.037	0.063	0.062	0.063	0.074	0.070	0.075	0.038	0.039	0.039	0.047	0.048	0.052	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.046	0.050	0.057	0.043	0.041	0.045	0.040	0.040	0.039	0.075	0.070	0.073	0.077	0.079	0.077	0.032	0.032	0.032	0.225	0.178	0.145
0:34:56	0.081	0.080	0.084	0.037	0.038	0.037	0.063	0.062	0.063	0.075	0.070	0.075	0.038	0.039	0.039	0.047	0.048	0.052	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.047	0.051	0.057	0.043	0.042	0.045	0.040	0.040	0.039	0.075	0.070	0.073	0.077	0.079	0.078	0.032	0.032	0.032	0.224	0.178	0.144
0:35:12	0.082	0.080	0.084	0.037	0.038	0.037	0.063	0.062	0.063	0.075	0.070	0.075	0.038	0.039	0.040	0.047	0.049	0.053	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.047	0.051	0.057	0.043	0.042	0.045	0.040	0.040	0.039	0.076	0.071	0.073	0.077	0.079	0.078	0.032	0.032	0.032	0.224	0.178	0.145
0:35:28	0.082	0.080	0.084	0.036	0.037	0.037	0.063	0.062	0.063	0.075	0.070	0.075	0.038	0.039	0.039	0.047	0.049	0.053	0.041	0.043	0.043	0.041	0.039	0.044	0.040	0.040	0.042	0.047	0.051	0.058	0.043	0.042	0.045	0.040	0.040	0.039	0.076	0.071	0.073	0.077	0.079	0.078	0.032	0.032	0.032	0.223	0.177	0.146
0:35:44	0.082	0.080	0.084	0.037	0.038	0.037	0.063	0.063	0.063	0.075	0.070	0.076	0.038	0.039	0.040	0.048	0.049	0.053	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.047	0.051	0.058	0.043	0.042	0.045	0.040	0.040	0.039	0.076	0.071	0.074	0.077	0.079	0.078	0.032	0.032	0.032	0.224	0.180	0.144
0:36:00	0.082	0.081	0.084	0.037	0.038	0.037	0.063	0.063	0.064	0.075	0.070	0.076	0.038	0.039	0.040	0.048	0.049	0.053	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.048	0.051	0.058	0.043	0.042	0.045	0.040	0.040	0.039	0.076	0.071	0.074	0.077	0.080	0.078	0.032	0.032	0.032	0.225	0.178	0.145
0:36:16	0.082	0.080	0.085	0.037	0.038	0.037	0.064	0.063	0.064	0.075	0.071	0.076	0.038	0.039	0.040	0.048	0.049	0.054	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.048	0.052	0.059	0.043	0.042	0.045	0.040	0.040	0.039	0.076	0.072	0.074	0.077	0.080	0.079	0.032	0.032	0.032	0.226	0.175	0.147
0:36:32	0.082	0.081	0.085	0.037	0.038	0.037	0.064	0.063	0.064	0.076	0.071	0.076	0.038	0.039	0.040	0.048	0.049	0.054	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.048	0.052	0.059	0.043	0.042	0.045	0.040	0.040	0.039	0.077	0.072	0.074	0.077	0.080	0.079	0.032	0.032	0.032	0.226	0.176	0.147
0:36:48	0.082	0.081	0.085	0.037	0.038	0.037	0.064	0.064	0.064	0.076	0.071	0.076	0.038	0.040	0.040	0.049	0.049	0.054	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.049	0.052	0.059	0.043	0.042	0.045	0.040	0.040	0.039	0.077	0.072	0.075	0.077	0.080	0.079	0.032	0.032	0.032	0.226	0.181	0.144
0:37:04	0.082	0.081	0.085	0.037	0.038	0.037	0.064	0.064	0.064	0.076	0.071	0.076	0.038	0.040	0.040	0.049	0.050	0.055	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.049	0.053	0.059	0.043	0.042	0.045	0.040	0.040	0.039	0.077	0.072	0.075	0.077	0.080	0.079	0.032	0.032	0.032	0.223	0.180	0.144
0:37:20	0.083	0.081	0.085	0.037	0.038	0.037	0.064	0.064	0.064	0.076	0.071	0.077	0.038	0.040	0.040	0.049	0.050	0.055	0.041	0.043	0.044	0.041	0.039	0.044	0.041	0.040	0.042	0.049	0.053	0.060	0.043	0.042	0.045	0.040	0.040	0.040	0.077	0.072	0.075	0.078	0.081	0.079	0.032	0.032	0.032	0.223	0.180	0.144
0:37:36	0.083	0.081	0.085	0.037	0.037	0.037	0.065	0.064	0.064	0.076	0.071	0.077	0.038	0.039	0.040	0.049	0.050	0.055	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.049	0.053	0.060	0.043	0.042	0.045	0.040	0.040	0.039	0.077	0.072	0.075	0.077	0.081	0.079	0.032	0.032	0.032	0.223	0.179	0.144
0:37:52	0.083	0.081	0.085	0.037	0.038	0.037	0.065	0.064	0.065	0.076	0.071	0.077	0.038	0.039	0.040	0.049	0.050	0.055	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.050	0.054	0.060	0.043	0.042	0.045	0.040	0.040	0.039	0.078	0.073	0.075	0.077	0.081	0.079	0.032	0.032	0.032	0.225	0.179	0.146
0:38:08	0.083	0.082	0.086	0.037	0.038	0.037	0.065	0.064	0.065	0.076	0.072	0.077	0.038	0.040	0.040	0.050	0.050	0.056	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.050	0.054	0.061	0.043	0.042	0.045	0.040	0.040	0.040	0.078	0.073	0.076	0.078	0.081	0.080	0.032	0.032	0.032	0.225	0.175	0.147
0:38:24	0.083	0.082	0.086	0.037	0.038	0.037	0.065	0.064	0.065	0.077	0.072	0.077	0.038	0.039	0.039	0.050	0.050	0.056	0.041	0.043	0.043	0.041	0.039	0.043	0.041	0.040	0.042	0.050	0.054	0.061	0.043	0.042	0.045	0.040	0.040	0.039	0.078	0.073	0.076	0.077	0.082	0.080	0.032	0.032	0.032	0.225	0.178	0.144
0:38:40	0.083	0.082	0.086	0.037	0.038	0.037	0.065	0.064	0.065	0.077	0.072	0.077	0.038	0.039	0.040	0.050	0.050	0.056	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.050	0.054	0.061	0.043	0.042	0.045	0.040	0.040	0.039	0.078	0.073	0.076	0.078	0.081	0.080	0.032	0.032	0.032	0.224	0.179	0.143
0:38:56	0.084	0.083	0.086	0.037	0.038	0.038	0.066	0.065	0.065	0.077	0.072	0.078	0.038	0.040	0.040	0.050	0.051	0.057	0.041	0.043	0.043	0.041	0.040	0.044	0.041	0.041	0.042	0.051	0.055	0.061	0.043	0.042	0.045	0.040	0.040	0.040	0.079	0.074	0.076	0.078	0.082	0.080	0.032	0.032	0.032	0.226	0.175	0.148
0:39:12	0.084	0.082	0.086	0.037	0.038	0.037	0.066	0.065	0.066	0.077	0.072	0.078	0.038	0.040	0.040	0.050	0.051	0.057	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.040	0.042	0.051	0.055	0.062	0.043	0.042	0.045	0.040	0.040	0.039	0.079	0.073	0.076	0.078	0.082	0.080	0.032	0.032	0.032	0.224	0.175	0.148
0:39:28	0.084	0.082	0.086	0.037	0.038	0.037	0.066	0.065	0.066	0.077	0.072	0.078	0.038	0.040	0.040	0.051	0.051	0.057	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.041	0.042	0.051	0.055	0.062	0.043	0.042	0.045	0.040	0.040	0.039	0.079	0.073	0.076	0.078	0.082	0.081	0.032	0.032	0.032	0.222	0.179	0.144
0:39:44	0.084	0.083	0.086	0.037	0.038	0.037	0.066	0.065	0.066	0.077	0.072	0.078	0.038	0.040	0.040	0.051	0.051	0.057	0.041	0.043	0.043	0.041	0.039	0.044	0.041	0.041	0.042	0.051	0.056	0.062	0.043	0.042	0.045	0.040	0.040	0.039	0.079	0.074	0.076	0.078	0.082	0.081	0.032	0.032	0.032	0.224	0.176	0.145
0:40:00	0.084	0.083	0.087	0.037	0.038	0.038	0.066	0.066	0.066	0.078	0.073	0.078	0.038	0.040	0.040	0.051	0.051	0.057	0.041	0.043	0.044	0.041	0.039	0.044	0.041	0.041	0.043	0.052	0.056	0.063	0.043	0.042	0.046	0.040	0.040	0.040	0.079	0.074	0.077	0.079	0.083	0.081	0.032	0.032	0.032	0.222	0.176	0.144
